DATA LEVEL,PUBLIC OR INDEPENDENT,DISTRICT NUMBER,Educators CATEGORY,GENDER,SCHOOL YEAR,Educators CNT,FULLTIME Educators CNT,PARTIME Educators CNT,TOTAL FTE,BASE SALARY,TOTAL SALARY,AVERAGE EXPERIENCE,AVERAGE AGE,CERT STANDARD,CERT PROFESSIONAL,CERT CERTIFICATE BASIC,CERT LETTER PERMISSION,EXPERIENCE LESS THAN YR,EXPERIENCE 1 TO 4 YR,EXPERIENCE 5 TO 9 YR,EXPERIENCE 10 TO 19 YR,EXPERIENCE 20 OR MORE YR,AGE GRP 20 TO 24 CNT,AGE GRP 25 TO 29 CNT,AGE GRP 30 TO 34 CNT,AGE GRP 35 TO 39 CNT,AGE GRP 40 TO 44 CNT,AGE GRP 45 TO 49 CNT,AGE GRP 50 TO 54 CNT,AGE GRP 55 TO 59 CNT,AGE GRP 60 TO 64 CNT,AGE GRP 65 AND OVER CNT
DISTRICT LEVEL,BC Public School,40,Administrators,Female,1993/1994,5,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,40,Administrators,Female,1994/1995,5,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,40,Administrators,Female,1995/1996,5,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,40,Administrators,Female,1996/1997,5,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,40,Administrators,Female,1997/1998,5,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,40,Administrators,Female,1998/1999,5,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,40,Administrators,Female,1999/2000,4,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,40,Administrators,Female,2000/2001,10,10,0,10,80431,80431,17,48.7,0,9,0,1,0,3,0,2,5,0,0,0,1,1,2,5,1,0,0
DISTRICT LEVEL,BC Public School,40,Administrators,Female,2001/2002,10,10,0,10,83557,83557,18.9,48.7,0,10,0,0,0,1,1,2,6,0,0,0,1,2,2,3,2,0,0
DISTRICT LEVEL,BC Public School,40,Administrators,Female,2002/2003,11,11,0,11,89042,89042,20.3,50,0,11,0,0,0,1,1,2,7,0,0,0,1,0,4,4,2,0,0
DISTRICT LEVEL,BC Public School,40,Administrators,Female,2003/2004,12,12,0,12,88660,88660,19,51,0,12,0,0,1,1,0,3,7,0,0,0,1,0,4,4,2,1,0
DISTRICT LEVEL,BC Public School,40,Administrators,Female,2004/2005,12,12,0,12,92240,92927,20.9,51.3,1,11,0,0,0,1,1,3,7,0,0,0,1,1,3,1,5,1,0
DISTRICT LEVEL,BC Public School,40,Administrators,Female,2005/2006,13,13,0,13,92733,93426,20.8,50.1,1,12,0,0,0,1,2,2,8,0,0,1,0,2,3,2,4,1,0
DISTRICT LEVEL,BC Public School,40,Administrators,Female,2006/2007,14,14,0,14,98353,98353,18.8,48.8,1,13,0,0,0,1,1,6,6,0,0,2,0,2,3,3,3,1,0
DISTRICT LEVEL,BC Public School,40,Administrators,Female,2007/2008,15,15,0,15,100793,100793,16.1,49.5,1,14,0,0,2,1,1,6,5,0,0,1,1,1,2,6,3,1,0
DISTRICT LEVEL,BC Public School,40,Administrators,Female,2008/2009,14,14,0,14,101178,101178,15.8,48,1,13,0,0,0,2,1,7,4,0,0,1,2,1,1,6,3,0,0
DISTRICT LEVEL,BC Public School,40,Administrators,Female,2009/2010,15,15,0,15,100973,100973,16.2,48.5,1,14,0,0,0,2,2,6,5,0,0,1,2,2,1,6,2,1,0
DISTRICT LEVEL,BC Public School,40,Administrators,Female,2010/2011,15,14,1,14.8,106590,106590,16.7,50.5,1,14,0,0,0,2,3,5,5,0,0,0,2,1,3,5,3,1,0
DISTRICT LEVEL,BC Public School,40,Administrators,Female,2011/2012,17,17,0,17,104896,104896,15.9,49.4,1,16,0,0,0,2,2,7,6,0,0,0,3,1,4,4,5,0,0
DISTRICT LEVEL,BC Public School,40,Administrators,Female,2012/2013,19,19,0,19,104754,104754,17.3,50.5,2,17,0,0,0,0,4,8,7,0,0,0,1,2,5,4,6,1,0
DISTRICT LEVEL,BC Public School,40,Administrators,Female,2013/2014,16,16,0,16,104958,104958,17.2,50.9,1,15,0,0,0,0,3,7,6,0,0,0,1,2,4,2,5,2,0
DISTRICT LEVEL,BC Public School,40,Administrators,Female,2014/2015,17,17,0,17,105019,105019,,51.4,,,,,,,,,,0,0,0,1,2,2,6,5,1,0
DISTRICT LEVEL,BC Public School,40,Administrators,Female,2015/2016,15,15,0,15,103288,103288,,50.7,,,,,,,,,,0,0,1,0,2,1,6,5,0,0
DISTRICT LEVEL,BC Public School,40,Administrators,Female,2016/2017,18,18,,18,106872,106872,,49.3,,,,,,,,,,,,2,,3,3,5,3,2,
DISTRICT LEVEL,BC Public School,40,Educators,Female,1991/1992,166,123,43,147.3,47040,47176,11.3,40.3,25,132,2,7,16,31,25,64,30,2,22,21,22,55,21,14,6,3,0
DISTRICT LEVEL,BC Public School,40,Educators,Female,1992/1993,180,128,52,157.8,48600,48741,11.3,40.7,26,146,2,6,10,40,33,62,35,4,19,25,23,48,33,19,7,2,0
DISTRICT LEVEL,BC Public School,40,Educators,Female,1993/1994,176,124,52,154.5,50722,50848,11.9,41.8,28,140,2,6,5,42,34,51,44,1,16,25,20,48,36,22,5,3,0
DISTRICT LEVEL,BC Public School,40,Educators,Female,1994/1995,190,137,53,169,51410,51533,11.9,41.4,31,152,2,5,14,32,45,52,47,3,18,27,27,32,48,27,6,2,0
DISTRICT LEVEL,BC Public School,40,Educators,Female,1995/1996,214,141,73,185.7,51190,51314,11.5,41.5,31,177,1,5,11,52,46,50,55,4,22,28,31,32,58,29,8,2,0
DISTRICT LEVEL,BC Public School,40,Educators,Female,1996/1997,227,162,65,199.2,52240,52373,11.4,41.8,32,187,2,6,12,60,48,52,55,4,21,34,32,30,60,29,13,4,0
DISTRICT LEVEL,BC Public School,40,Educators,Female,1997/1998,232,156,76,200.1,52278,52418,11.4,41.9,33,189,2,8,10,64,46,57,55,3,26,27,38,30,52,40,15,1,0
DISTRICT LEVEL,BC Public School,40,Educators,Female,1998/1999,255,171,84,221.9,52324,52445,11,41.3,34,212,2,7,17,67,53,63,55,6,38,26,40,35,53,40,16,1,0
DISTRICT LEVEL,BC Public School,40,Educators,Female,1999/2000,261,178,83,225,52887,53039,11,41.6,31,222,1,7,12,70,62,59,58,6,35,31,35,43,36,53,20,2,0
DISTRICT LEVEL,BC Public School,40,Educators,Female,2000/2001,265,191,74,231.5,54266,54432,11.1,42.1,32,224,1,8,11,71,65,59,59,4,39,33,23,45,37,60,20,4,0
DISTRICT LEVEL,BC Public School,40,Educators,Female,2001/2002,257,191,66,230.3,54112,54263,11.1,41.8,29,221,1,6,13,67,61,57,59,7,37,34,24,39,39,54,20,3,0
DISTRICT LEVEL,BC Public School,40,Educators,Female,2002/2003,273,181,92,233,57509,57676,10.9,41.8,31,234,1,7,11,79,61,63,59,4,38,45,24,46,34,50,27,5,0
DISTRICT LEVEL,BC Public School,40,Educators,Female,2003/2004,284,186,98,241.1,59380,59520,11.1,42.3,31,246,1,6,8,70,75,73,58,2,34,49,35,37,40,57,22,8,0
DISTRICT LEVEL,BC Public School,40,Educators,Female,2004/2005,290,200,90,252.6,58894,59833,10.9,42.3,35,248,1,6,12,77,69,78,54,3,39,41,35,40,46,39,38,9,0
DISTRICT LEVEL,BC Public School,40,Educators,Female,2005/2006,314,201,113,267.4,59600,60582,11.1,42.8,41,264,1,8,5,87,73,95,54,1,43,44,40,36,51,43,44,11,1
DISTRICT LEVEL,BC Public School,40,Educators,Female,2006/2007,320,215,105,276,63248,63449,11,42.9,38,276,0,6,9,81,79,102,49,2,44,44,46,35,51,44,38,13,3
DISTRICT LEVEL,BC Public School,40,Educators,Female,2007/2008,320,203,117,270.8,64908,65167,10.6,42.7,32,282,0,6,15,74,90,96,45,2,39,48,49,35,57,39,37,12,2
DISTRICT LEVEL,BC Public School,40,Educators,Female,2008/2009,321,205,116,270.8,66337,66602,10.1,42.2,27,291,0,3,10,78,101,95,37,4,39,47,55,38,50,41,33,10,4
DISTRICT LEVEL,BC Public School,40,Educators,Female,2009/2010,310,202,108,264.7,70735,71090,10.5,43,29,277,0,4,4,63,104,101,38,3,16,54,55,44,44,51,28,12,3
DISTRICT LEVEL,BC Public School,40,Educators,Female,2010/2011,324,209,115,275.3,72488,72792,10.9,43.6,28,291,1,4,11,62,99,107,45,1,21,55,55,47,36,55,31,18,5
DISTRICT LEVEL,BC Public School,40,Educators,Female,2011/2012,343,224,119,292.9,72752,73084,10.9,43.6,37,299,2,5,12,68,99,115,49,3,26,54,47,62,39,55,36,16,5
DISTRICT LEVEL,BC Public School,40,Educators,Female,2012/2013,335,217,118,286,73446,73764,11,44.1,30,296,4,5,13,69,93,110,50,3,25,37,62,57,35,59,33,19,5
DISTRICT LEVEL,BC Public School,40,Educators,Female,2013/2014,301,202,99,260.5,74794,75132,11.6,44.9,30,266,2,3,5,50,90,109,47,0,18,33,49,56,38,50,34,17,6
DISTRICT LEVEL,BC Public School,40,Educators,Female,2014/2015,309,203,106,265.7,75739,75814,,45.4,,,,,,,,,,1,11,29,56,59,38,51,40,16,8
DISTRICT LEVEL,BC Public School,40,Educators,Female,2015/2016,344,220,124,293.9,75276,75507,,45.2,,,,,,,,,,2,18,34,58,61,46,45,53,17,10
DISTRICT LEVEL,BC Public School,40,Educators,Female,2016/2017,336,222,114,291.5,76951,77240,,45.5,,,,,,,,,,,24,28,50,60,57,40,48,19,10
DISTRICT LEVEL,BC Public School,40,Teachers,Female,1991/1992,161,118,43,142.3,46231,46372,11,40.1,25,127,2,7,16,31,25,62,27,2,22,21,22,52,20,14,5,3,0
DISTRICT LEVEL,BC Public School,40,Teachers,Female,1992/1993,175,123,52,152.8,47903,48049,11,40.5,26,141,2,6,10,40,33,61,31,4,19,25,23,46,31,19,6,2,0
DISTRICT LEVEL,BC Public School,40,Teachers,Female,1993/1994,171,119,52,149.5,49934,50065,11.6,41.6,28,135,2,6,5,42,34,51,39,1,16,25,20,47,33,22,4,3,0
DISTRICT LEVEL,BC Public School,40,Teachers,Female,1994/1995,185,132,53,164,50621,50748,11.5,41.2,31,147,2,5,14,32,45,52,42,3,18,27,27,32,45,26,5,2,0
DISTRICT LEVEL,BC Public School,40,Teachers,Female,1995/1996,209,136,73,180.7,50468,50595,11.2,41.3,31,172,1,5,11,52,46,50,50,4,22,28,31,32,55,28,7,2,0
DISTRICT LEVEL,BC Public School,40,Teachers,Female,1996/1997,222,157,65,194.2,51595,51732,11,41.6,32,182,2,6,12,60,48,52,50,4,21,34,32,30,57,28,13,3,0
DISTRICT LEVEL,BC Public School,40,Teachers,Female,1997/1998,227,151,76,195.1,51610,51753,11.1,41.7,33,184,2,8,10,64,46,57,50,3,26,27,38,30,50,38,15,0,0
DISTRICT LEVEL,BC Public School,40,Teachers,Female,1998/1999,250,166,84,216.9,51677,51802,10.7,41.1,34,207,2,7,17,67,53,63,50,6,38,26,40,35,52,37,16,0,0
DISTRICT LEVEL,BC Public School,40,Teachers,Female,1999/2000,257,174,83,221,52364,52520,10.8,41.5,31,218,1,7,12,70,62,58,55,6,35,31,35,42,36,50,20,2,0
DISTRICT LEVEL,BC Public School,40,Teachers,Female,2000/2001,255,181,74,221.5,53085,53258,10.8,41.9,32,215,1,7,11,68,65,57,54,4,39,33,22,44,35,55,19,4,0
DISTRICT LEVEL,BC Public School,40,Teachers,Female,2001/2002,247,181,66,220.3,52775,52933,10.8,41.5,29,211,1,6,13,66,60,55,53,7,37,34,23,37,37,51,18,3,0
DISTRICT LEVEL,BC Public School,40,Teachers,Female,2002/2003,262,170,92,222,55946,56122,10.6,41.5,31,223,1,7,11,78,60,61,52,4,38,45,23,46,30,46,25,5,0
DISTRICT LEVEL,BC Public School,40,Teachers,Female,2003/2004,272,174,98,229.1,57846,57994,10.7,42,31,234,1,6,7,69,75,70,51,2,34,49,34,37,36,53,20,7,0
DISTRICT LEVEL,BC Public School,40,Teachers,Female,2004/2005,278,188,90,240.6,57231,58182,10.5,42,34,237,1,6,12,76,68,75,47,3,39,41,34,39,43,38,33,8,0
DISTRICT LEVEL,BC Public School,40,Teachers,Female,2005/2006,301,188,113,254.4,57907,58903,10.7,42.5,40,252,1,8,5,86,71,93,46,1,43,43,40,34,48,41,40,10,1
DISTRICT LEVEL,BC Public School,40,Teachers,Female,2006/2007,306,201,105,262,61372,61585,10.6,42.6,37,263,0,6,9,80,78,96,43,2,44,42,46,33,48,41,35,12,3
DISTRICT LEVEL,BC Public School,40,Teachers,Female,2007/2008,305,188,117,255.8,62803,63078,10.3,42.3,31,268,0,6,13,73,89,90,40,2,39,47,48,34,55,33,34,11,2
DISTRICT LEVEL,BC Public School,40,Teachers,Female,2008/2009,307,191,116,256.8,64438,64717,9.8,42,26,278,0,3,10,76,100,88,33,4,39,46,53,37,49,35,30,10,4
DISTRICT LEVEL,BC Public School,40,Teachers,Female,2009/2010,295,187,108,249.7,68918,69295,10.2,42.7,28,263,0,4,4,61,102,95,33,3,16,53,53,42,43,45,26,11,3
DISTRICT LEVEL,BC Public School,40,Teachers,Female,2010/2011,309,195,114,260.5,70551,70872,10.7,43.2,27,277,1,4,11,60,96,102,40,1,21,55,53,46,33,50,28,17,5
DISTRICT LEVEL,BC Public School,40,Teachers,Female,2011/2012,326,207,119,275.9,70771,71124,10.6,43.3,36,283,2,5,12,66,97,108,43,3,26,54,44,61,35,51,31,16,5
DISTRICT LEVEL,BC Public School,40,Teachers,Female,2012/2013,316,198,118,267,71217,71559,10.7,43.7,28,279,4,5,13,69,89,102,43,3,25,37,61,55,30,55,27,18,5
DISTRICT LEVEL,BC Public School,40,Teachers,Female,2013/2014,285,186,99,244.5,72820,73180,11.3,44.5,29,251,2,3,5,50,87,102,41,0,18,33,48,54,34,48,29,15,6
DISTRICT LEVEL,BC Public School,40,Teachers,Female,2014/2015,292,186,106,248.7,74034,74114,,45.1,,,,,,,,,,1,11,29,55,57,36,45,35,15,8
DISTRICT LEVEL,BC Public School,40,Teachers,Female,2015/2016,329,205,124,278.9,73998,74240,,45,,,,,,,,,,2,18,33,58,59,45,39,48,17,10
DISTRICT LEVEL,BC Public School,40,Teachers,Female,2016/2017,318,204,114,273.5,75257,75562,,45.2,,,,,,,,,,,24,26,50,57,54,35,45,17,10
DISTRICT LEVEL,BC Public School,40,Administrators,Male,1991/1992,12,12,0,12,78523,78523,22.3,47.2,0,12,0,0,0,0,0,4,8,0,0,0,0,5,3,3,1,0,0
DISTRICT LEVEL,BC Public School,40,Administrators,Male,1992/1993,12,12,0,12,82603,82603,23.3,48.2,0,12,0,0,0,0,0,1,11,0,0,0,0,3,5,3,1,0,0
DISTRICT LEVEL,BC Public School,40,Administrators,Male,1993/1994,10,10,0,10,81998,81998,23,47.9,0,10,0,0,0,0,0,1,9,0,0,0,0,1,6,3,0,0,0
DISTRICT LEVEL,BC Public School,40,Administrators,Male,1994/1995,10,10,0,10,85111,85111,24,48.9,0,10,0,0,0,0,0,1,9,0,0,0,0,1,4,4,1,0,0
DISTRICT LEVEL,BC Public School,40,Administrators,Male,1995/1996,10,10,0,10,85111,85111,25,49.9,0,10,0,0,0,0,0,0,10,0,0,0,0,0,5,4,1,0,0
DISTRICT LEVEL,BC Public School,40,Administrators,Male,1996/1997,10,10,0,10,85111,85111,26,50.9,0,10,0,0,0,0,0,0,10,0,0,0,0,0,5,3,2,0,0
DISTRICT LEVEL,BC Public School,40,Administrators,Male,1997/1998,9,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,40,Administrators,Male,1998/1999,9,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,40,Administrators,Male,1999/2000,12,12,0,12,87754,87754,24.9,50.7,0,12,0,0,0,0,0,3,9,0,0,0,1,1,1,5,4,0,0
DISTRICT LEVEL,BC Public School,40,Administrators,Male,2000/2001,11,11,0,11,88207,88207,26.3,51.3,0,11,0,0,0,0,0,2,9,0,0,0,1,1,1,4,4,0,0
DISTRICT LEVEL,BC Public School,40,Administrators,Male,2001/2002,13,13,0,13,82244,82244,23.6,49.8,1,12,0,0,0,0,1,2,10,0,0,1,0,2,2,6,1,1,0
DISTRICT LEVEL,BC Public School,40,Administrators,Male,2002/2003,10,10,0,10,87279,87279,26,52.7,1,9,0,0,0,0,0,1,9,0,0,0,0,0,2,6,1,1,0
DISTRICT LEVEL,BC Public School,40,Administrators,Male,2003/2004,12,12,0,12,90775,90775,25.9,52.5,1,11,0,0,0,0,1,1,10,0,0,1,0,0,1,3,6,1,0
DISTRICT LEVEL,BC Public School,40,Administrators,Male,2004/2005,12,12,0,12,93097,93847,27,53,1,11,0,0,0,0,1,1,10,0,0,0,1,0,1,4,4,2,0
DISTRICT LEVEL,BC Public School,40,Administrators,Male,2005/2006,13,13,0,13,94974,95724,26.5,52.8,1,12,0,0,0,0,2,1,10,0,0,0,2,0,1,4,4,2,0
DISTRICT LEVEL,BC Public School,40,Administrators,Male,2006/2007,12,12,0,12,94943,94943,20.5,47.4,1,11,0,0,0,0,4,2,6,0,0,1,3,0,2,3,3,0,0
DISTRICT LEVEL,BC Public School,40,Administrators,Male,2007/2008,11,11,0,11,96759,96759,18.7,47,1,10,0,0,0,0,1,6,4,0,0,1,1,2,1,4,2,0,0
DISTRICT LEVEL,BC Public School,40,Administrators,Male,2008/2009,11,11,0,11,98825,98825,19.5,47.3,1,10,0,0,0,0,1,5,5,0,0,1,1,3,1,2,2,1,0
DISTRICT LEVEL,BC Public School,40,Administrators,Male,2009/2010,9,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,40,Administrators,Male,2010/2011,9,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,40,Administrators,Male,2011/2012,9,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,40,Administrators,Male,2012/2013,8,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,40,Administrators,Male,2013/2014,9,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,40,Administrators,Male,2014/2015,7,Msk,Msk,Msk,Msk,Msk,,Msk,,,,,,,,,,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,40,Administrators,Male,2015/2016,9,Msk,Msk,Msk,Msk,Msk,,Msk,,,,,,,,,,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,40,Administrators,Male,2016/2017,11,11,,11,110968,110968,,48.2,,,,,,,,,,,,,,2,6,2,1,,
DISTRICT LEVEL,BC Public School,40,Educators,Male,1991/1992,100,86,14,93.2,54681,55168,17,45.7,6,92,0,2,8,9,7,31,45,0,6,7,6,21,23,22,13,2,0
DISTRICT LEVEL,BC Public School,40,Educators,Male,1992/1993,108,95,13,100.1,55858,56304,16.1,45.4,7,100,0,1,6,18,9,27,48,0,8,7,11,20,21,23,15,3,0
DISTRICT LEVEL,BC Public School,40,Educators,Male,1993/1994,106,90,16,96.6,55983,56442,15.7,45.1,6,99,0,1,5,23,7,25,46,1,10,10,6,17,23,21,14,4,0
DISTRICT LEVEL,BC Public School,40,Educators,Male,1994/1995,111,94,17,101.8,56375,56836,15,44.6,6,104,0,1,8,26,9,22,46,1,8,16,6,17,25,21,12,5,0
DISTRICT LEVEL,BC Public School,40,Educators,Male,1995/1996,114,100,14,106.5,55155,55588,14.4,44,8,105,0,1,5,31,13,19,46,1,9,19,11,10,25,21,13,4,1
DISTRICT LEVEL,BC Public School,40,Educators,Male,1996/1997,120,107,13,112.6,55450,55861,14.4,44.1,9,110,0,1,4,33,16,18,49,0,11,18,13,11,24,22,14,6,1
DISTRICT LEVEL,BC Public School,40,Educators,Male,1997/1998,127,112,15,117.5,55360,55707,14.2,43.7,10,114,0,3,6,29,23,19,50,0,20,15,12,13,21,22,17,5,2
DISTRICT LEVEL,BC Public School,40,Educators,Male,1998/1999,127,109,18,117.4,55460,55852,13.3,43.3,10,115,0,2,3,36,27,16,45,1,15,21,12,16,17,26,13,5,1
DISTRICT LEVEL,BC Public School,40,Educators,Male,1999/2000,127,111,16,117.2,55963,56384,12.5,42.2,11,114,0,2,6,30,36,16,39,1,15,22,16,17,18,25,10,2,1
DISTRICT LEVEL,BC Public School,40,Educators,Male,2000/2001,126,110,16,114.6,57326,57837,12.8,43,12,111,0,3,3,31,34,19,39,0,11,21,19,18,16,24,13,3,1
DISTRICT LEVEL,BC Public School,40,Educators,Male,2001/2002,123,114,9,119.2,57344,57829,12.9,42.6,11,110,0,2,5,24,38,19,37,1,9,24,18,15,16,23,14,3,0
DISTRICT LEVEL,BC Public School,40,Educators,Male,2002/2003,129,112,17,119.7,60069,60554,12.3,42.3,13,115,0,1,2,30,36,27,34,0,12,26,19,12,19,26,13,2,0
DISTRICT LEVEL,BC Public School,40,Educators,Male,2003/2004,132,114,18,121.7,63378,63829,13,42.9,13,118,0,1,1,29,35,32,35,0,11,26,22,12,18,21,20,2,0
DISTRICT LEVEL,BC Public School,40,Educators,Male,2004/2005,126,110,16,117,64359,65605,13.3,43.7,11,113,0,2,5,16,35,37,33,2,7,20,21,15,17,24,18,2,0
DISTRICT LEVEL,BC Public School,40,Educators,Male,2005/2006,139,119,20,128.1,62934,64214,12.5,42.9,13,124,0,2,6,30,30,42,31,1,11,21,26,18,18,22,16,6,0
DISTRICT LEVEL,BC Public School,40,Educators,Male,2006/2007,139,118,21,127.6,65341,65904,12.1,42.8,10,127,0,2,6,28,32,46,27,0,12,20,30,18,15,22,17,5,0
DISTRICT LEVEL,BC Public School,40,Educators,Male,2007/2008,141,114,27,127.7,67013,67527,12,42.8,10,130,0,1,5,34,26,50,26,1,13,20,27,21,13,22,17,7,0
DISTRICT LEVEL,BC Public School,40,Educators,Male,2008/2009,139,112,27,126.8,69228,69727,12.5,43.8,11,126,0,2,5,28,26,54,26,1,8,20,27,24,13,18,19,9,0
DISTRICT LEVEL,BC Public School,40,Educators,Male,2009/2010,130,111,19,122.1,72379,72982,12.7,44.4,10,117,0,3,2,23,29,56,20,0,5,15,24,29,16,16,16,8,1
DISTRICT LEVEL,BC Public School,40,Educators,Male,2010/2011,131,107,24,120.5,74252,74756,12.6,44.4,10,120,0,1,5,21,31,53,21,0,7,17,20,29,16,16,16,8,2
DISTRICT LEVEL,BC Public School,40,Educators,Male,2011/2012,142,100,42,121.7,74201,74640,12.7,44.6,11,130,0,1,2,24,30,62,24,0,6,21,18,32,21,14,17,11,2
DISTRICT LEVEL,BC Public School,40,Educators,Male,2012/2013,137,108,29,125.1,73902,74348,12.8,44.9,10,125,0,2,4,19,33,56,25,0,6,20,19,27,19,14,20,10,2
DISTRICT LEVEL,BC Public School,40,Educators,Male,2013/2014,135,107,28,121.4,75464,75921,13.8,45.6,10,123,0,2,1,14,33,58,29,0,5,15,20,28,24,13,17,11,2
DISTRICT LEVEL,BC Public School,40,Educators,Male,2014/2015,122,105,17,115.5,76146,76268,,46.2,,,,,,,,,,0,4,12,13,27,23,15,16,10,2
DISTRICT LEVEL,BC Public School,40,Educators,Male,2015/2016,124,102,22,114.7,76340,76813,,45.9,,,,,,,,,,1,4,14,12,25,24,17,17,8,2
DISTRICT LEVEL,BC Public School,40,Educators,Male,2016/2017,125,109,16,118.3,79366,79875,,46.8,,,,,,,,,,,2,14,13,22,28,19,13,10,4
DISTRICT LEVEL,BC Public School,40,Teachers,Male,1991/1992,88,74,14,81.2,51157,51717,16.3,45.5,6,80,0,2,8,9,7,27,37,0,6,7,6,16,20,19,12,2,0
DISTRICT LEVEL,BC Public School,40,Teachers,Male,1992/1993,96,83,13,88.1,52214,52721,15.2,45.1,7,88,0,1,6,18,9,26,37,0,8,7,11,17,16,20,14,3,0
DISTRICT LEVEL,BC Public School,40,Teachers,Male,1993/1994,96,80,16,86.6,52980,53492,14.9,44.8,6,89,0,1,5,23,7,24,37,1,10,10,6,16,17,18,14,4,0
DISTRICT LEVEL,BC Public School,40,Teachers,Male,1994/1995,101,84,17,91.8,53244,53755,14.1,44.2,6,94,0,1,8,26,9,21,37,1,8,16,6,16,21,17,11,5,0
DISTRICT LEVEL,BC Public School,40,Teachers,Male,1995/1996,104,90,14,96.5,52051,52528,13.4,43.5,8,95,0,1,5,31,13,19,36,1,9,19,11,10,20,17,12,4,1
DISTRICT LEVEL,BC Public School,40,Teachers,Male,1996/1997,110,97,13,102.6,52559,53010,13.3,43.5,9,100,0,1,4,33,16,18,39,0,11,18,13,11,19,19,12,6,1
DISTRICT LEVEL,BC Public School,40,Teachers,Male,1997/1998,118,103,15,108.5,52793,53170,13.3,43.1,10,105,0,3,6,29,23,19,41,0,20,15,12,13,18,17,16,5,2
DISTRICT LEVEL,BC Public School,40,Teachers,Male,1998/1999,118,100,18,108.4,52779,53203,12.2,42.6,10,106,0,2,3,36,27,16,36,1,15,21,12,16,16,20,11,5,1
DISTRICT LEVEL,BC Public School,40,Teachers,Male,1999/2000,115,99,16,105.2,52335,52805,11.2,41.3,11,102,0,2,6,30,36,13,30,1,15,22,15,16,17,20,6,2,1
DISTRICT LEVEL,BC Public School,40,Teachers,Male,2000/2001,115,99,16,103.6,54046,54611,11.5,42.2,12,100,0,3,3,31,34,17,30,0,11,21,18,17,15,20,9,3,1
